5.786527686365422474e-04 3.790213523548389586e-12 1.011400281459514981e-06 3.192632326684922972e-04 1.838715992310294026e-08 3.790213523548389586e-12 1.011400281459514981e-06 3.192632326684922972e-04 1.838715992310294026e-08
5.786527686258147174e-04 9.415045340202826877e-12 1.011459355725876976e-06 3.192633415754274166e-04 1.456529714181927935e-08 9.415045340202826877e-12 1.011459355725876976e-06 3.192633415754274166e-04 1.456529714181927935e-08
1.201017710337912159e-03 5.923782602158600757e-08 9.016896453654938329e-06 5.741033251757824210e-04 1.854149422896742098e-05 5.923782602158600757e-08 9.016896453654938329e-06 5.741033251757824210e-04 1.854149422896742098e-05
1.201017723604633214e-03 5.808524514170715856e-08 9.023392896466878141e-06 5.741047126636430282e-04 1.851763556083176580e-05 5.808524514170715856e-08 9.023392896466878141e-06 5.741047126636430282e-04 1.851763556083176580e-05
2.279068092976704873e-03 2.147106781203652274e-07 4.033116368985998333e-05 1.360889376913324879e-03 4.597517498392463415e-05 2.147106781203652274e-07 4.033116368985998333e-05 1.360889376913324879e-03 4.597517498392463415e-05
2.279068141672821457e-03 2.123134169705222813e-07 4.034641840678226683e-05 1.360897636217482144e-03 4.583658154295010691e-05 2.123134169705222813e-07 4.034641840678226683e-05 1.360897636217482144e-03 4.583658154295010691e-05
3.434242749168481268e-03 2.539696241015774116e-07 8.568163171225503779e-05 2.201514850511635847e-03 7.474950140220508661e-05 2.539696241015774116e-07 8.568163171225503779e-05 2.201514850511635847e-03 7.474950140220508661e-05
3.434242853079860769e-03 2.516701269586396066e-07 8.567577199770212899e-05 2.201534134372863313e-03 7.443900194284398071e-05 2.516701269586396066e-07 8.567577199770212899e-05 2.201534134372863313e-03 7.443900194284398071e-05
4.611799154520770938e-03 1.942919588898816410e-08 7.466489570148591081e-05 1.770892888618827866e-03 5.198065625407235200e-05 1.942919588898816410e-08 7.466489570148591081e-05 1.770892888618827866e-03 5.198065625407235200e-05
4.611799328736218562e-03 1.946915215812975790e-08 7.464056974183875333e-05 1.770906287988569016e-03 5.174385854937201316e-05 1.946915215812975790e-08 7.464056974183875333e-05 1.770906287988569016e-03 5.174385854937201316e-05
5.798380043338130507e-03 1.138557995762690547e-07 3.154695564428776941e-05 7.815730723322467793e-04 1.805576999156576981e-05 1.138557995762690547e-07 3.154695564428776941e-05 7.815730723322467793e-04 1.805576999156576981e-05
5.798380297387883964e-03 1.134974007150075717e-07 3.153602631966535071e-05 7.815765877393261469e-04 1.797737702640055883e-05 1.134974007150075717e-07 3.153602631966535071e-05 7.815765877393261469e-04 1.797737702640055883e-05
6.989202886231490885e-03 6.371359260480874812e-08 8.776443065086401800e-06 2.575352817179780811e-04 4.425791762947298375e-06 6.371359260480874812e-08 8.776443065086401800e-06 2.575352817179780811e-04 4.425791762947298375e-06
6.989203223581555435e-03 6.357516345644271640e-08 8.774901574728733399e-06 2.575358781808682819e-04 4.408645037396864817e-06 6.357516345644271640e-08 8.774901574728733399e-06 2.575358781808682819e-04 4.408645037396864817e-06
8.182107914385922109e-03 2.498632904233093991e-08 1.721236640319979044e-06 7.658708060611653899e-05 8.199124192159034321e-07 2.498632904233093991e-08 1.721236640319979044e-06 7.658708060611653899e-05 8.199124192159034321e-07
8.182108332319346089e-03 2.494842097696554912e-08 1.722098029697167771e-06 7.658717017648109210e-05 8.179157123325003126e-07 2.494842097696554912e-08 1.722098029697167771e-06 7.658717017648109210e-05 8.179157123325003126e-07
9.375951025347467604e-03 8.706053564756103106e-09 1.853815777462143605e-07 2.206888082248532261e-05 8.996002722725527190e-08 8.706053564756103106e-09 1.853815777462143605e-07 2.206888082248532261e-05 8.996002722725527190e-08
9.375951515236541356e-03 8.698934217670703285e-09 1.858890912116783150e-07 2.206889384565986171e-05 9.010854259644911168e-08 8.698934217670703285e-09 1.858890912116783150e-07 2.206889384565986171e-05 9.010854259644911168e-08
1.057004846735401515e-02 2.867419751649501883e-09 5.583061033895784307e-09 6.301558241219339579e-06 1.335066577491320939e-09 2.867419751649501883e-09 5.583061033895784307e-09 6.301558241219339579e-06 1.335066577491320939e-09
1.057004901530064767e-02 2.866657651193922903e-09 5.479034935856167101e-09 6.301559531841588002e-06 1.273386275982776528e-09 2.866657651193922903e-09 5.479034935856167101e-09 6.301559531841588002e-06 1.273386275982776528e-09
