8.489208819376400147e-13 -1.999307285482573859e-10 -1.044464984499321632e-07 2.496906160884227940e-08 2.922126753132994487e-03 -1.431506741307175747e-17 -1.847752483603092349e-18 -3.840989389604541897e-18 -5.520711612313166340e-17
4.484778935081082905e-03 5.967974408931098207e-09 1.915622545823822409e-07 3.082719090190342431e-07 2.452779719243789944e-03 -1.142504436930066810e-17 -6.266301856903301240e-18 5.982476238711312607e-19 -4.997987576259600787e-17
1.766306116150398800e-02 7.148021077601693363e-09 5.552655395642247787e-07 7.925762374688216476e-07 1.466215044743559431e-03 -7.085508210117908179e-18 -3.913283033818608396e-20 -3.015279195121031614e-18 -3.300746341488301874e-17
3.877383938805200464e-02 4.495909586678739633e-09 5.289477852807788691e-07 7.777183741001922812e-07 6.431863818453454002e-04 -5.311880360825374754e-19 1.226579191832562120e-20 -8.730296362567591913e-19 -1.519199237827959619e-17
1.798584944012945608e-01 -1.913447736948315765e-11 2.292423405437853168e-08 2.619254872143339623e-08 2.470998081962478732e-06 3.949444945184646110e-19 1.144689522532737171e-18 7.777384469636627989e-19 -5.966602659291260432e-19
6.673742155728817904e-02 1.911626830057100782e-09 3.154766908703836607e-07 4.653683948056987338e-07 2.157244785631834763e-04 -2.487130423183064071e-19 -4.760873176572107598e-19 5.400480231760454357e-19 -4.872628985924450661e-18
1.384102172183497292e-01 -1.313826620425652294e-10 7.748652152795438578e-08 9.178977174371056455e-08 1.275773432979429177e-05 1.111330901761663495e-20 3.367981388696729539e-19 1.290374674743535383e-19 -3.212553722062931116e-20
1.003450894484364669e-01 5.950514661632981539e-10 1.661870415460221020e-07 2.273775557801517949e-07 5.757810392437557147e-05 1.474271879805345900e-19 1.953506148408149421e-19 -7.001042086162006044e-19 -1.367869689256818778e-18
1.003450818621849094e-01 -6.265930017887769675e-10 1.832161248537361980e-07 2.362562366800918893e-07 5.749361223855878691e-05 -4.549422957338253734e-19 -3.057958703302112546e-18 -1.060827556238448629e-18 -8.618914257650464932e-19
1.384102262982805920e-01 9.944157414115771098e-11 7.009024410642688334e-08 8.916378076075505756e-08 1.279286085497846158e-05 1.646387494780712802e-18 8.465870434685869340e-19 -9.450577794651258341e-18 6.417295985071986962e-19
6.673741628945277504e-02 -1.901244391333241704e-09 3.427573687731325666e-07 4.925304343618982313e-07 2.155658546554742403e-04 -1.010607746614657073e-18 3.553973214882557459e-20 -8.328850583044104254e-19 -1.914884089367406328e-18
1.798585035197376725e-01 4.315392767360222708e-12 2.093864020375829268e-08 2.581393024800402030e-08 2.480731797540139212e-06 6.462248518946384787e-21 4.212265392572131941e-20 -7.059290367632134425e-20 -2.197335593811823994e-20
3.877383647806376121e-02 -4.329090011597966359e-09 5.488034129521961440e-07 8.489462736854970623e-07 6.429346792999096789e-04 -3.133109094181743469e-18 -6.161950611311984922e-19 -1.196420052619339181e-18 -7.326676875455330675e-18
1.766305999824258066e-02 -6.661049785751729790e-09 5.094398826504782998e-07 9.154535441243359661e-07 1.465990193278095483e-03 -7.283578325267327209e-18 -8.056757550141125515e-19 -1.241016634961768208e-18 -1.990837134476717644e-17
4.484778657134265434e-03 -5.814233367332222180e-09 9.700942425367744225e-08 4.169986922290033066e-07 2.452723824459938223e-03 -1.234336944862980039e-17 -1.515391416096698607e-18 -2.829762523009731355e-18 -4.045275942953495796e-17
4.484773178121856732e-03 -3.594549672345827285e-09 -4.318844207934334099e-07 2.668402494875152416e-07 2.452779649548491800e-03 -1.183919097370400188e-17 -2.995865130140134325e-18 -2.437326099063944287e-18 -4.711339156749492779e-17
5.977572601963913185e-03 3.098687805912908599e-09 -3.634789443388020125e-08 1.194506100472446028e-08 2.314016376412555975e-03 -1.108292326131530641e-17 -1.300883368661029595e-18 -2.802070490630050044e-18 -5.115914088911075700e-17
1.625112896675672339e-02 -1.725833645782994322e-06 2.571630845448844845e-05 6.615016856778631153e-07 1.549089990589948415e-03 -7.360105415211425162e-18 -9.713921895305485284e-19 -1.729649426016962087e-18 -3.696540424660057534e-17
3.470226099293288041e-02 -2.406264769728972373e-06 2.857137554265910869e-05 1.408155581014729945e-06 7.531017100916730144e-04 -3.554008088874261796e-18 -1.018080822824615982e-18 -9.942346299422327541e-19 -1.859870604857945627e-17
6.035265319812251061e-02 -1.664772993475804137e-06 1.460311544107211427e-05 1.023690007541995951e-06 2.763086725713557166e-04 -1.298709732286541995e-18 -8.465491601833826852e-19 -7.891180819341431128e-20 -7.333234056367690027e-18
1.549872932625985522e-01 -1.156134680634117928e-07 8.908689240240975021e-07 1.717085505540811775e-07 6.530509150577427373e-06 -1.552698079518273335e-20 -1.660995083639981450e-21 3.023323352166556733e-20 -6.286592837948426669e-20
9.203414433585556387e-02 -7.498985375347372979e-07 5.608643261462048094e-06 5.335490109876655813e-07 7.958000145307276316e-05 -4.968633854458476599e-19 6.596532179021272860e-20 -3.478615159842912145e-19 -1.891606867748157242e-18
1.158695508901191051e-01 -4.189865746656361116e-07 3.014971578375143651e-06 4.558951975324521041e-07 3.089209013364942007e-05 -2.054555420282164219e-19 -1.080790355086099443e-19 1.250269454727448935e-19 -4.290863462718505293e-19
1.285537528900225768e-01 -2.472711570732552522e-07 1.851090397186098590e-06 2.392259708920020832e-07 1.873489989562431338e-05 5.029124017465755476e-20 2.045929018511391733e-19 3.524285919071102833e-19 -8.149260468171390587e-19
