3.997796207420083181e-02 4.256472374080018699e+07
3.997814435978098296e-02 -9.856659357363006100e+06
1.360366264787376545e-01 2.302283902717233635e+06
4.103282491704907109e-02 -1.793421706263976172e+06
4.103282518527950201e-02 -1.793240099648749921e+06
1.360416118929919649e-01 7.604733588423767360e+05
3.358245071379797886e-01 -5.981518897057295544e+05
1.657240749619492415e-01 5.703014419267468620e+05
3.358132631208863295e-01 4.338119237415437237e+05
1.155947864022511401e-02 3.443207500417055562e+05
1.156082287704378146e-02 -3.443059103717295802e+05
1.486435499708104735e-01 -1.659656617158091976e+05
1.657290165782407121e-01 1.548265102280547435e+05
1.852341280343195590e-02 -1.297465151835093711e+05
2.770871401324704643e-03 1.112545782894480508e+05
2.770871401324128281e-03 1.112545782894133299e+05
2.770090630864935604e-03 -1.112291908096690313e+05
2.770090630864034415e-03 -1.112291908096242114e+05
1.486415681598338978e-01 -9.147476317835196096e+04
1.852374528342377175e-02 -6.377113467528588080e+04
1.271749387033188454e-03 3.184376837164305107e+04
1.271749334991468562e-03 -3.184376538615389290e+04
1.270921291600410428e-03 3.176862737168798049e+04
1.270921291600371830e-03 3.176862737168703825e+04
1.270673929369651057e-03 -3.176584365394893393e+04
1.270673929369629156e-03 -3.176584365394758061e+04
1.270305548452019479e-03 -3.175813799367487081e+04
1.269818030126710620e-03 3.174710533863913952e+04
7.980485008975448909e-04 -1.610023179895565409e+04
7.983760932731056572e-04 1.609833951979906669e+04
7.958044297068419398e-04 1.608719538583037684e+04
8.289156758256737995e-04 -1.608682696688598844e+04
8.289156758251451425e-04 -1.608682696688598116e+04
7.956602538118876401e-04 -1.608224812021611797e+04
1.093625334302830623e-03 1.605193587168334125e+04
1.093625334300582421e-03 1.605193587168321574e+04
1.062842424399049581e-03 1.598723028163070194e+04
1.062842424396830436e-03 1.598723028163060917e+04
7.848961637050190379e-04 1.597659794220226831e+04
7.851892025178401104e-04 -1.597594479481490998e+04
8.045828271240262550e-04 -1.595441218369071976e+04
8.045828271234936949e-04 -1.595441218369060516e+04
7.714095824368850983e-04 -1.594991753993606108e+04
7.701151114278524407e-04 1.594656057208282255e+04
7.703290500196620675e-04 -1.564249911793606225e+04
7.699312152695608150e-04 1.564049273965131579e+04
7.813283916337789795e-04 1.561614277942734043e+04
7.813283916336593920e-04 1.561614277942724038e+04
7.723328494009209415e-04 -1.561481204027928834e+04
7.723328494009988957e-04 -1.561481204027915010e+04
7.786384836299213835e-04 1.560733521944990389e+04
7.773242271561900439e-04 -1.560670963528512584e+04
7.622226187952420512e-04 1.545851273810566272e+04
7.616448440093142756e-04 -1.545486006022199581e+04
7.665387586495470314e-04 1.543780214279336178e+04
