   	                                              dfde	                               UL	                            UR
-0.0228447113525472	-2.36581012449399E-7	0.0237659514970373	2.36539013948802E-7
-0.0228441932833559	-2.36652138766635E-7	-0.0237658824150163	-2.36609282175357E-7
-0.0228438504137424	-2.36699223500663E-7	-0.0237658731657424	-2.36656266237598E-7
-0.0228433508327737	-2.36767845743669E-7	0.0237659479288287	2.36725778112908E-7
-0.0228273874058404	-2.38971070272518E-7	0.0237659882843164	2.3892901701924E-7
-0.0228272924622374	-2.38984235192037E-7	-0.0237659162415814	-2.38941296158827E-7
-0.0228272335365212	-2.38992406496337E-7	-0.0237659159743913	-2.38949463068681E-7
-0.0228271319597843	-2.39006492095496E-7	0.0237659874979266	2.38964424923019E-7
-0.0225102557687641	-2.87249298269875E-7	0.0237661891893433	2.8720117665189E-7
-0.022510050022624	-2.87283591587121E-7	-0.0237661192672028	-2.87234428006564E-7
-0.0225099026403119	-2.87308159998879E-7	-0.0237660851773409	-2.87258579875336E-7
-0.0225096651000122	-2.87347761575452E-7	0.0237661589554223	2.87299257916209E-7
-0.022497769497671	-2.89337934815535E-7	0.0237661452968144	2.8928892932517E-7
-0.0224973309478495	-2.89411568837926E-7	-0.0237660764553835	-2.89361519560467E-7
-0.022497031058462	-2.8946193153865E-7	-0.0237660590152711	-2.89411661503966E-7
-0.0224965967174997	-2.89534889402884E-7	0.023766133975599	2.894857129979E-7
-0.022494346068958	-2.89913235676779E-7	0.0237661361671809	2.8986402153871E-7
-0.0224938464884704	-2.89997284932659E-7	-0.0237660671136019	-2.89947020792198E-7
-0.0224935127702262	-2.9005344275562E-7	-0.0237660569829766	-2.90003045619649E-7
-0.0224930284423084	-2.90134965410856E-7	0.0237661317638648	2.9008565968563E-7
-0.0224899665703494	-2.90650870810363E-7	0.0237661532511339	2.90601740095956E-7
-0.0224893834824036	-2.90749220756604E-7	-0.0237660825962378	-2.90699015878935E-7
-0.0224890308487152	-2.90808716133959E-7	-0.0237660787658904	-2.90758454231859E-7
-0.022488475953209	-2.90902361676246E-7	0.0237661519495948	2.90853172793537E-7
-0.0224816679091949	-2.9205375727468E-7	0.0237661780730467	2.92004695028767E-7
-0.0224813052132412	-2.92115225536866E-7	-0.0237661056986004	-2.92065068511117E-7
-0.022481094894644	-2.92150874803617E-7	-0.0237661047193464	-2.92100700018519E-7
-0.0224807390658386	-2.92211199301232E-7	0.023766176019295	2.92162084871899E-7
-0.0224758334859605	-2.93044117870056E-7	0.0237661706556738	2.92994797225235E-7
-0.0224757779094547	-2.93053567370955E-7	-0.0237660987194866	-2.93003163419268E-7
-0.0224757423758576	-2.93059609557972E-7	-0.0237660985679454	-2.93009202609274E-7
-0.0224756796456398	-2.93070276942867E-7	0.023766170197214	2.93020946049157E-7
-0.0224554266209078	-2.96534556690441E-7	0.0237662244574323	2.96485319981267E-7
-0.0224551627230264	-2.96579965742261E-7	-0.0237661549177444	-2.96529656097786E-7
-0.0224549769017761	-2.96611943917064E-7	-0.0237660805200734	-2.96560700784306E-7
-0.0224546885947532	-2.9666156614991E-7	0.0237661547303972	2.96611438351993E-7
-0.0224384020244737	-2.99478273499842E-7	0.0237661488264171	2.99427594824992E-7
-0.0224378257404241	-2.99578427745048E-7	-0.0237660785755136	-2.99526647381379E-7
-0.0224374692827791	-2.99640394859791E-7	-0.0237660739896021	-2.99588546044865E-7
-0.0224369204932429	-2.99735822174574E-7	0.023766147585254	2.99685084880153E-7
-0.0224278375767932	-3.01319642519919E-7	0.0237661787127856	3.01269031318468E-7
-0.0224275373414659	-3.01372138697244E-7	-0.0237661063494556	-3.0132039999812E-7
-0.0224273612477901	-3.01402932414372E-7	-0.0237661055695595	-3.01351178823273E-7
-0.0224270636434847	-3.01454982421784E-7	0.0237661768494545	3.01404324744492E-7
-0.022320756518856	-3.20634816721464E-7	0.0237662338205381	3.20581704370383E-7
-0.022320296779282	-3.20720358174303E-7	-0.02376616488425	-3.20666088020769E-7
-0.0223199846237235	-3.20778452547998E-7	-0.023766151136352	-3.20723987026623E-7
-0.0223196136284662	-3.20847510784128E-7	0.0237662309766299	3.20794325273606E-7
-0.0223195329850586	-3.20862524328787E-7	0.0237662260132007	3.20809269067606E-7
-0.0223191335173778	-3.2093690245071E-7	-0.0237661619702838	-3.20882556785317E-7
-0.0223188100597036	-3.20997141201256E-7	-0.0237661504673364	-3.20942629858445E-7
-0.0223183417350962	-3.21084379044377E-7	0.0237662252848721	3.21031077321683E-7
-0.0223057154813822	-3.23445306354572E-7	0.0237662538381103	3.23392000908963E-7
-0.0223056054053982	-3.234659646025E-7	-0.0237661831285041	-3.23411478490017E-7
-0.0223055202037183	-3.23481956232952E-7	-0.0237661711000134	-3.2342730343232E-7
-0.0223053697315078	-3.23510200095924E-7	0.023766244040982	3.23456750708785E-7
-0.0222999068907921	-3.24537250880307E-7	0.0237662630029254	3.24483890967476E-7
-0.0222998908478377	-3.24540271610427E-7	-0.0237661911696464	-3.2448571444562E-7
-0.0222998789735221	-3.24542507546578E-7	-0.023766191120696	-3.24487949421698E-7
-0.0222998555150278	-3.24546925645959E-7	0.0237662628525529	3.2449356176542E-7
-0.0222813276986156	-3.28054728692334E-7	0.0237662402430349	3.28000476711492E-7
-0.0222807523530601	-3.28164261950361E-7	-0.0237661689605525	-3.28108788709946E-7
-0.0222804142451216	-3.28228647028769E-7	-0.0237661661318778	-3.28173124011604E-7
-0.0222798657545732	-3.28333121999001E-7	0.0237662386659539	3.28278801923774E-7
-0.0222765564651693	-3.28964171921302E-7	0.0237662548060421	3.28909970481223E-7
-0.0222761098256877	-3.29049434699181E-7	-0.0237661825434888	-3.28993999530611E-7
-0.0222758535698139	-3.29098362969712E-7	-0.0237661811875441	-3.29042901288449E-7
-0.0222754205633839	-3.29181057000665E-7	0.023766252649325	3.29126789914999E-7
-0.0220077495580806	-3.8448991191211E-7	0.0237664154968771	3.84429160800916E-7
-0.0220074059961601	-3.84566565206907E-7	-0.0237663462929474	-3.84504426038358E-7
-0.0220071673888039	-3.8461981056911E-7	-0.0237663080425777	-3.84557043959508E-7
-0.0220068117625145	-3.8469918230291E-7	0.0237663825955645	3.84637865869599E-7
-0.0219963072950375	-3.87051069494467E-7	0.0237663784444349	3.86989310782073E-7
-0.0219957567802448	-3.87174722499499E-7	-0.0237663086699111	-3.87111549318359E-7
-0.0219954041676117	-3.87253944540998E-7	-0.0237663030278573	-3.87190666581494E-7
-0.0219948774618694	-3.87372310360181E-7	0.0237663770981197	3.87310478543601E-7
-0.0219823534116641	-3.90197511131686E-7	0.0237664118143463	3.90135798255108E-7
-0.0219821553941389	-3.90242345392013E-7	-0.0237663395944254	-3.9017917979598E-7
-0.0219820367152285	-3.90269218771086E-7	-0.0237663391374937	-3.90206041178616E-7
-0.0219818360408944	-3.90314663426697E-7	0.0237664105238788	3.90252910205408E-7
-0.0216698455288733	-4.67770683324675E-7	0.0237665494176897	4.67699409182676E-7
-0.0216697725368523	-4.67790494284032E-7	-0.023766478353365	-4.67717507318301E-7
-0.0216697113259392	-4.67807108661567E-7	-0.023766471923961	-4.67733992604923E-7
-0.0216695965557687	-4.67838262799428E-7	0.0237665445034816	4.67766881496186E-7
-0.0216444911061008	-4.74703059949731E-7	0.0237665424987117	4.74630591786828E-7
-0.0216439285455914	-4.748580342179E-7	-0.0237664710004845	-4.74783797480185E-7
-0.0216435999702943	-4.74948573273812E-7	-0.0237664686816085	-4.74874276297887E-7
-0.0216430627284921	-4.75096648622275E-7	0.0237665409857542	4.75024089666756E-7
-0.0216410528971851	-4.75651008137737E-7	0.0237665524861447	4.75578595035043E-7
-0.021640583009657	-4.75780708409043E-7	-0.0237664803253875	-4.75706513476264E-7
-0.0216403132344969	-4.75855188256466E-7	-0.0237664789510538	-4.75780954372904E-7
-0.0216398591975527	-4.75980565258045E-7	0.0237665505298546	4.7590806299619E-7
-0.0213500301437929	-5.6314847048028E-7	0.0237667590348225	5.63067630046417E-7
-0.0213498595138912	-5.63204227177007E-7	-0.0237666886440015	-5.63121335504043E-7
-0.021349735355713	-5.63244801745951E-7	-0.0237666739745867	-5.63161556499385E-7
-0.0213495305485345	-5.63311738848457E-7	0.0237667472607809	5.63230595572797E-7
-0.0213285586133644	-5.70208247809757E-7	0.023766743386383	5.70126018486189E-7
-0.0213279836935004	-5.7039849164921E-7	-0.0237666723799865	-5.7031415070145E-7
-0.0213276389013878	-5.70512615208384E-7	-0.0237666695867363	-5.70428190590584E-7
-0.0213270910237965	-5.70694005773835E-7	0.0237667424010558	5.70611682890652E-7
-0.0213215309091507	-5.72538107097293E-7	0.0237667623566146	5.7245599881238E-7
-0.0213211423599414	-5.72667198419024E-7	-0.023766690071396	-5.72582948309241E-7
-0.0213209174259847	-5.72741943493292E-7	-0.0237666891751178	-5.72657660807173E-7
-0.0213205380703597	-5.72868024258599E-7	0.0237667605860903	5.72785826224136E-7
-0.0212453541677755	-5.9841171410294E-7	0.0237667594780301	5.98325822230821E-7
-0.0212453188601326	-5.98423972873349E-7	-0.0237666880955033	-5.98335884077999E-7
-0.02124528199197	-5.98436774459497E-7	-0.0237666849694689	-5.98348605029489E-7
-0.0212452039769325	-5.98463864380116E-7	0.0237667572283642	5.98377908709744E-7
-0.0212191334250934	-6.07585527126824E-7	0.0237667569734852	6.07498255067557E-7
-0.0212185857418635	-6.07778636186085E-7	-0.0237666853002716	-6.07689098875081E-7
-0.0212182675212275	-6.07890866790859E-7	-0.0237666833626552	-6.07801263283144E-7
-0.0212177434970706	-6.08075725704913E-7	0.0237667554787059	6.07988344783035E-7
-0.0212170583776382	-6.08317498158378E-7	0.0237667627852568	6.08230269711216E-7
-0.0212165665952751	-6.08491103274152E-7	-0.0237666907299902	-6.08401599800513E-7
-0.0212162837891425	-6.08590959569452E-7	-0.0237666893157327	-6.08501405252195E-7
-0.0212158099753772	-6.08758295417797E-7	0.0237667610132532	6.08670958644431E-7
-0.0212088680584826	-6.11215245108193E-7	0.0237668254130793	6.11129211481582E-7
-0.0212085006492098	-6.11345558670599E-7	-0.0237667560401667	-6.11257314549274E-7
-0.0212082469655498	-6.11435551269921E-7	-0.0237667372598938	-6.11346811369703E-7
-0.0212078719055709	-6.11568625780608E-7	0.0237668116502908	6.11482188217006E-7
-0.021206879258238	-6.1192096623779E-7	0.0237668506251828	6.11835482031749E-7
-0.0212065905748675	-6.12023472665382E-7	-0.023766780917009	-6.11935771351997E-7
-0.0212063887733651	-6.12095138875387E-7	-0.0237667461044062	-6.12006530922417E-7
-0.0212060802515014	-6.12204720800685E-7	0.0237668201309218	6.12118411891069E-7
-0.0211996492687345	-6.14493381985654E-7	0.0237668086415255	6.14406453467094E-7
-0.0211991152264132	-6.14683821655086E-7	-0.0237667388281285	-6.14594651198718E-7
-0.0211987693839407	-6.1480718107189E-7	-0.0237667336530669	-6.14717858413345E-7
-0.021198256542611	-6.14990152120006E-7	0.0237668076733718	6.14903128250991E-7
-0.0211919566186576	-6.17242287324972E-7	0.023766815578256	6.17155149936882E-7
-0.021191394353149	-6.17443689764542E-7	-0.0237667452689013	-6.17354286334771E-7
-0.0211910422177378	-6.17569857725719E-7	-0.0237667413996608	-6.17480335278809E-7
-0.0211905054739093	-6.1776221868635E-7	0.0237668149243791	6.17674991207327E-7
-0.0211845258491468	-6.19909287433877E-7	0.023766840240786	6.19822416539837E-7
-0.0211843670339443	-6.19966413884563E-7	-0.0237667681196325	-6.19877240864176E-7
-0.0211842710091281	-6.20000957166204E-7	-0.023766767814353	-6.19911770986779E-7
-0.0211841084017281	-6.20059456279423E-7	0.0237668392989164	6.19972539634145E-7
-0.0211802869482687	-6.21435842953103E-7	0.0237668434850894	6.21348842840857E-7
-0.0211800241869602	-6.21530594454436E-7	-0.0237667712255306	-6.21441277907018E-7
-0.021179868843934	-6.21586618560403E-7	-0.0237667707059219	-6.21497279844765E-7
-0.0211796070476695	-6.21681045244281E-7	0.0237668420869273	6.21593974126228E-7
-0.0210329171833265	-6.76911406892213E-7	-0.0237667979223975	-6.76814891475744E-7
-0.0210329145388179	-6.76912445290676E-7	0.02376686959966	6.76818422198768E-7
-0.0210329048702752	-6.76916242820675E-7	-0.0237667969879709	-6.76819700284565E-7
-0.0210328643403573	-6.76932161781581E-7	0.0237668689515053	6.76838117335266E-7
-0.0210059355191028	-6.87592150001981E-7	0.0237668702640101	6.87496663185213E-7
-0.0210054046839343	-6.87803964393901E-7	-0.0237667984458134	-6.87705911258894E-7
-0.0210052418114376	-6.87868966393279E-7	0.023766872167996	6.87773496210697E-7
-0.0210050975850319	-6.87926532471449E-7	-0.0237667967754575	-6.87828413871043E-7
-0.0210047296595141	-6.88073406630137E-7	-0.0237668002251882	-6.87975366898617E-7
-0.0210045886281392	-6.88129714131585E-7	0.023766868734184	6.88034108063425E-7
-0.0210044343879118	-6.88191300824622E-7	-0.0237667987219291	-6.88093200287866E-7
-0.0210039422158374	-6.88387855700456E-7	0.0237668705440966	6.88292266413444E-7
-0.0209852537930111	-6.95893009505969E-7	0.0237669605544308	6.95799012819987E-7
-0.0209850231789716	-6.95986131829212E-7	-0.0237668904707488	-6.95889606802068E-7
-0.0209848598433629	-6.96052094473999E-7	-0.0237668703023704	-6.9595496985942E-7
-0.0209846019602687	-6.96156252959917E-7	0.0237669439230409	6.96061733650833E-7
-0.0209669623858171	-7.03317953355353E-7	0.0237669396979552	7.03222337054985E-7
-0.0209663919012415	-7.03550797312093E-7	-0.0237668689953229	-7.03452587564083E-7
-0.0209660424016375	-7.0369348372253E-7	-0.0237668659389467	-7.03595163799637E-7
-0.0209654985182787	-7.03915586540916E-7	0.0237669390622904	7.03819870492754E-7
-0.0209576184700599	-7.07141402920298E-7	0.0237669628495223	7.07045955712242E-7
-0.0209572917083697	-7.07275486391879E-7	-0.0237668905698727	-7.07177399212221E-7
-0.0209571006734318	-7.0735388801771E-7	-0.0237668899278135	-7.07255770383831E-7
-0.0209567788527799	-7.07485983345017E-7	0.0237669613177592	7.07390443844901E-7
-0.0205860722470058	-8.77266920654975E-7	0.0237671632621878	8.77155906796929E-7
-0.0205856814307699	-8.77465873488859E-7	-0.0237670937267771	-8.77351683057254E-7
-0.020585413235873	-8.77602429773311E-7	-0.0237670828028271	-8.77487818179647E-7
-0.0205850190417235	-8.77803179276073E-7	0.0237671570393557	8.77691867877485E-7
-0.0205791200729499	-8.80812812987461E-7	0.0237671549898574	8.80701043687471E-7
-0.0205786036555689	-8.81076777985868E-7	-0.023767085137528	-8.80961799014788E-7
-0.0205782657810346	-8.81249524159597E-7	-0.0237670803873078	-8.81134346646616E-7
-0.0205777677141133	-8.81504234405538E-7	0.0237671543579567	8.81392354071632E-7
-0.0205628066935616	-8.89189677327604E-7	0.0237671849653842	8.89077966378233E-7
-0.0205626877810861	-8.89251030028285E-7	-0.0237671129343261	-8.8913602413754E-7
-0.0205626151264923	-8.89288518460592E-7	-0.0237671127431477	-8.8917350024471E-7
-0.0205624915243445	-8.89352297481787E-7	0.0237671843188063	8.89240542090029E-7
-0.0203982362421635	-9.78282578716345E-7	0.0237672583370879	9.78162694359842E-7
-0.0203981021574206	-9.78358691347695E-7	-0.023767187546243	-9.78235232116521E-7
-0.0203980019466215	-9.78415579441127E-7	-0.0237671810740759	-9.78291846727393E-7
-0.0203978316999419	-9.78512233319741E-7	0.0237672539538314	9.78392140808761E-7
-0.0203756541462675	-9.91185075768349E-7	0.0237672520755978	9.91063349176276E-7
-0.0203750896463681	-9.91509778690774E-7	-0.023767180797292	-9.91384378624467E-7
-0.0203747536133358	-9.91703116966203E-7	-0.0237671787900952	-9.91577608882891E-7
-0.020374214887123	-9.92013155147202E-7	0.0237672513161601	9.91891295223035E-7
-0.0203699579888669	-9.94466417185304E-7	0.0237672660109314	9.94344871200443E-7
-0.0203695443724197	-9.94705109266611E-7	-0.0237671938162006	-9.94579849519184E-7
-0.0203693050601677	-9.94843238761877E-7	-0.0237671930179439	-9.94717928177861E-7
-0.0203689028870357	-9.95075413059221E-7	0.0237672645367806	9.94953730867244E-7
-0.0201402464574421	-1.13625248447803E-6	0.0237674073188692	1.13612036326474E-6
-0.0201398327797026	-1.13652524820658E-6	-0.0237673376459867	-1.13638900626683E-6
-0.0201395507463388	-1.13671124755492E-6	-0.023767330227115	-1.13657462876945E-6
-0.0201391378034657	-1.13698363632646E-6	0.0237674043346247	1.13685128706327E-6
-0.0201355934770312	-1.13932425883224E-6	0.0237674031489782	1.13919158040119E-6
-0.0201350957663175	-1.13965332568622E-6	-0.0237673332724349	-1.13951649914923E-6
-0.0201347670116247	-1.13987073712383E-6	-0.0237673287567194	-1.13973366824357E-6
-0.0201342845641255	-1.14018986398571E-6	0.0237674026933076	1.14005706301035E-6
-0.0201332067609408	-1.14090312580878E-6	0.0237674269481026	1.14077140638675E-6
-0.0201328933963134	-1.14111058671765E-6	-0.0237673570343747	-1.14097472609866E-6
-0.0201326758258278	-1.14125464938534E-6	-0.0237673443252824	-1.14111816159696E-6
-0.0201323471118302	-1.14147233986044E-6	0.0237674181494387	1.14134013155132E-6
-0.0201204571272947	-1.14937443836066E-6	0.0237674146872874	1.149241147605E-6
-0.020119910194544	-1.14973924347663E-6	-0.0237673442975418	-1.14960173989404E-6
-0.0201195636231854	-1.1499704676431E-6	-0.0237673411945728	-1.14983278591549E-6
-0.0201190399979126	-1.15031990533812E-6	0.0237674146259751	1.15018650219051E-6
-0.0201180748462962	-1.15096427136436E-6	0.0237674317232234	1.15083162131095E-6
-0.0201179963313372	-1.15101670647493E-6	-0.0237673597732109	-1.15087979921649E-6
-0.0201179475903	-1.151049258695E-6	-0.0237673596635774	-1.15091234216291E-6
-0.0201178637368356	-1.15110526316299E-6	0.0237674313218279	1.15097257713194E-6
-0.0201076476658542	-1.15794884622057E-6	0.0237674405100365	1.15781581946463E-6
-0.0201074236374703	-1.15809937471379E-6	-0.0237673683485983	-1.15796204280762E-6
-0.0201072901891235	-1.15818904973231E-6	-0.0237673680336618	-1.15805169209537E-6
-0.020107065657837	-1.15833994736915E-6	0.0237674395133789	1.15820682657715E-6
-0.0198720270020101	-1.32758741521838E-6	0.0237675527614104	1.3274411692316E-6
-0.0198715911094893	-1.32792322580854E-6	-0.0237674829846156	-1.32777215976669E-6
-0.0198712960115457	-1.32815061645165E-6	-0.0237674772646731	-1.32799920522204E-6
-0.0198708647891403	-1.32848296995372E-6	0.023767551276208	1.32833654214275E-6
-0.0198696950397389	-1.32938494182866E-6	0.0237675509831875	1.32923839816206E-6
-0.0198692170409462	-1.32975369412507E-6	-0.0237674811070753	-1.32960231458298E-6
-0.0198688985016008	-1.32999948744853E-6	-0.0237674765700234	-1.32984782671055E-6
-0.0198684324499564	-1.33035918882325E-6	0.0237675504981558	1.33021251028394E-6
-0.019850961223153	-1.34391396129359E-6	0.0237675783921812	1.34376736545666E-6
