	n	sx	sy	sz
5.30197917366747E-13	-3.30293159793091E-10	1	6.83641083004422E-4	2.77416165039643E-4
0.00311944575182164	-1.41738207791713E-9	0.885343165316042	1.08358357250813E-4	4.12291790509988E-4
0.0123428834729997	-1.63761038147396E-9	0.617612249372227	-7.59810965641995E-4	7.48234469278304E-4
0.0272891363876686	-1.1875519663777E-9	0.344583637328411	-0.00113671436397065	8.64090478057036E-4
0.0473922500695804	-6.10542065336691E-10	0.157224721011984	-9.25102633163042E-4	6.61979667963267E-4
0.165726673518083	-8.43181640769305E-11	0.00147606908645206	-5.70639114451189E-5	5.05569376105319E-5
0.071979588517772	-1.99839582964881E-10	0.0601088206298948	-5.71848645638921E-4	4.0915818005256E-4
0.131803694605138	-1.5126921457606E-10	0.00565845496663375	-1.5013031969349E-4	1.3086802601699E-4
0.100344953799619	1.00633060573312E-11	0.0196928231267424	-3.14080683295331E-4	2.36640734530209E-4
0.100344945336931	-1.54895836893096E-10	0.0196642963729261	-3.10684190645769E-4	2.63277143866026E-4
0.131803705295035	6.05705179582302E-11	0.00567230701785574	-1.49633474247872E-4	1.1944539546519E-4
0.0719795827501258	-1.52106923858122E-11	0.0600596289116209	-5.5067751808347E-4	4.65472729258672E-4
0.165726685380978	4.03324961594806E-11	0.00148127367803242	-5.67347151981754E-5	4.66190333062033E-5
0.0473922468703673	3.70893408128644E-10	0.157147635962733	-8.47202306226681E-4	7.73859753230557E-4
0.0272891351531081	1.01347516244857E-9	0.344491597462113	-9.32291889205812E-4	0.00104504903988712
0.0123428833511448	1.43149397823189E-9	0.617552632019666	-4.24965959210268E-4	9.45667317047391E-4
0.00311944593495782	9.4517540273403E-10	0.885331408271917	3.94570992481649E-4	5.38262997063596E-4
0.00311944357418022	6.15502467258265E-10	0.885343464755107	8.90802100797897E-4	1.49215228455981E-4
0.00415821725428734	-4.74449597719171E-10	0.850103244769211	3.80727422702853E-4	1.98182737620179E-4
0.0113436952138427	-1.43154470121958E-9	0.642006635642734	0.0247223569235221	-0.0247907236416471
0.0243753995117865	-1.67957668917988E-9	0.385643780917097	0.0370516874130466	-0.0374739593099866
0.0427468978196952	-1.06244250061404E-9	0.188012017301193	0.0272050651340636	-0.0276163009010342
0.179556084429158	-2.21615277133546E-11	8.25340842189932E-4	4.2258258490959E-4	-4.26147174764944E-4
0.0658194975180063	-2.80162382121635E-10	0.0762292233091224	0.0135043878729523	-0.0137620108787138
0.145044358864535	-3.21563645055187E-11	0.00329241216229308	0.00124199970994023	-0.00125206093500521
0.0928976965065721	6.2392329729859E-11	0.0262702419213169	0.00576389344218071	-0.00588847780107751
0.112806758811003	1.55444941692108E-11	0.0118881108276193	0.00348638920815172	-0.00351046561894909
0.123290333208846	1.0906721101758E-10	0.00787444477430024	0.00220950722105291	-0.00225900866074144
0.083446695700708	1.63006195016827E-10	0.0380344251253771	0.00897356269703219	-0.00901335044475313
0.156351208346163	6.48310786381426E-11	0.00211431929037173	7.88684344742574E-4	-8.05666843537176E-4
0.0576286819358792	3.64691460886993E-10	0.104866522605149	0.0209397044571676	-0.0209559175246921
0.036050921018659	5.59069163150984E-10	0.243958893303366	0.0402365893003932	-0.0400897427714423
0.0193976768600839	8.27754736406176E-10	0.46828427881227	0.0497750708265396	-0.0492504723895827
0.00827216455123466	1.05632275283913E-9	0.723880182458784	0.0302804440892153	-0.0293231005827338
0.0123428742098213	1.23990441682999E-9	0.617612528169734	0.0011458515758113	-3.24192361941195E-4
0.0113436905469764	9.61360654100799E-10	0.642006275872012	-0.0244718258225164	0.0249763180580858
0.0164419291946424	-3.94690942987419E-10	0.526145387210522	-2.60922502905618E-5	-3.30763404907093E-5
0.0274263117593396	-1.60037710256237E-9	0.342310209611713	0.031572316148584	-0.0320053744357821
0.0438673937956917	-1.48637975755846E-9	0.179619229929672	0.0343500063356273	-0.0348091439814673
0.0651817554329246	-5.49667893737071E-10	0.077775535323626	0.0211151660434537	-0.0214218254115692
0.162641602141087	-4.51327662096394E-11	0.0015247291456167	0.00138238790695412	-0.00138702248198473
0.0907050740154111	-4.0899252358231E-12	0.0283734454013619	0.0103087197795227	-0.0104642819194225
0.129903038871214	-8.48424914040117E-11	0.00579899455182742	0.00393204273967099	-0.00394243578840818
0.119756429608445	1.12941966620196E-10	0.00890088647659825	0.00434636824701161	-0.00441071514996428
0.0998403783240761	-1.45903114847539E-10	0.0194611000484211	0.0102121043128512	-0.0102271158697092
0.151684673370326	7.40122554427526E-11	0.00246184440579209	0.00164248193387965	-0.00166534484965689
0.0730885449154289	-2.94684555242148E-10	0.0564239038654892	0.0234270222628303	-0.0234215901910361
0.0503231035445381	-6.28425754664965E-10	0.138442278779818	0.0465180499451773	-0.0464088379462094
0.0322202338566047	-7.07433424026129E-10	0.282488062143142	0.0668319434826942	-0.0664707950339721
0.0193976680509282	2.25133070572247E-10	0.468327295686192	0.0506456138330369	-0.0499504078089455
0.0272891163924517	1.29875168501726E-9	0.344583340960978	0.00110458577851516	-6.2218785883697E-4
0.024375390597473	2.14869973579668E-9	0.385641153004735	-0.0371893258792817	0.0375188921887472
0.027426312097786	1.24133937783232E-9	0.342308121583853	-0.0318548957855698	0.0318248670733809
0.0363187254907247	-3.75565174093448E-10	0.242121133662442	-1.80166164470681E-4	-1.43846483550108E-4
