-3.056546535989949215e-02 5.821314039661767333e-12 2.915781598973943524e-06 6.819684538330649057e-04 1.851471553279098730e-09 -5.821314039661767333e-12 -2.915781598973943524e-06 -6.819684538330649057e-04 -1.851471553279098730e-09 9.274451080149013522e-16 -6.075372952114854730e-12 4.936022150029187837e-13 5.725204401839643216e-14 -9.274451080149013522e-16 6.075372952114854730e-12 -4.936022150029187837e-13 -5.725204401839643216e-14
-3.056546535920086696e-02 -1.574287263563085601e-11 -2.922228924865810870e-06 6.819683645205101580e-04 1.187186043081191380e-09 -1.574287263563085601e-11 -2.922228924865810870e-06 6.819683645205101580e-04 1.187186043081191380e-09 1.061734893116215841e-15 6.058626690619295374e-12 5.533339069466137669e-13 6.373315465056689616e-14 1.061734893116215841e-15 6.058626690619295374e-12 5.533339069466137669e-13 6.373315465056689616e-14
-4.750249784334694553e-02 -1.470039224167436699e-08 -1.461252531066276895e-06 6.818916734265235372e-04 -5.249712635508223255e-06 1.470039224167436699e-08 1.461252531066276895e-06 -6.818916734265235372e-04 5.249712635508223255e-06 9.208597538018088182e-16 -2.173674651731460905e-13 1.041774328156436788e-13 -1.175579978415081106e-12 -9.208597538018088182e-16 2.173674651731460905e-13 -1.041774328156436788e-13 1.175579978415081106e-12
-4.750249822272054750e-02 1.389565170722718021e-08 1.456800163489284801e-06 6.818902482682907915e-04 -5.241558305768797363e-06 1.389565170722718021e-08 1.456800163489284801e-06 6.818902482682907915e-04 -5.241558305768797363e-06 1.046788822981057251e-15 2.174474250833668965e-13 1.067349024749364005e-13 -1.175278516001021512e-12 1.046788822981057251e-15 2.174474250833668965e-13 1.067349024749364005e-13 -1.175278516001021512e-12
-7.684247943624378241e-02 -1.713248416530430921e-08 -2.157592608797521089e-06 6.818807935543608374e-04 -2.401790156287362597e-06 1.713248416530430921e-08 2.157592608797521089e-06 -6.818807935543608374e-04 2.401790156287362597e-06 9.706597261616512560e-16 -2.992397996059992238e-17 4.525789152012740617e-16 -6.392889689843528345e-15 -9.706597261616512560e-16 2.992397996059992238e-17 -4.525789152012740617e-16 6.392889689843528345e-15
-7.684248086194599148e-02 1.677196597881967181e-08 2.151289055750532021e-06 6.818795462452498062e-04 -2.390272904627778232e-06 1.677196597881967181e-08 2.151289055750532021e-06 6.818795462452498062e-04 -2.390272904627778232e-06 1.079384169128283099e-15 3.427434117769800892e-17 5.105199921999676628e-16 -6.354888403697911414e-15 1.079384169128283099e-15 3.427434117769800892e-17 5.105199921999676628e-16 -6.354888403697911414e-15
-1.082838653105353544e-01 -1.789255979409685744e-08 1.729635176354233036e-06 6.818911521991098765e-04 -2.231903349253020540e-06 1.789255979409685744e-08 -1.729635176354233036e-06 -6.818911521991098765e-04 2.231903349253020540e-06 9.995173260390434153e-16 -3.848917712323540741e-18 1.234931685449407179e-17 2.053749965230666774e-15 -9.995173260390434153e-16 3.848917712323540741e-18 -1.234931685449407179e-17 -2.053749965230666774e-15
-1.082838684413785918e-01 1.781505936042750756e-08 -1.736387334287719744e-06 6.818903111007865083e-04 -2.223918563696421278e-06 1.781505936042750756e-08 -1.736387334287719744e-06 6.818903111007865083e-04 -2.223918563696421278e-06 9.796193238378700866e-16 -6.875197026273704992e-17 -2.740003353601892094e-17 2.085191828232746403e-15 9.796193238378700866e-16 -6.875197026273704992e-17 -2.740003353601892094e-17 2.085191828232746403e-15
-1.403364098572109087e-01 -1.403931283716890882e-08 6.828283492508969562e-06 6.819298215378425928e-04 -5.222792978462531592e-06 1.403931283716890882e-08 -6.828283492508969562e-06 -6.819298215378425928e-04 5.222792978462531592e-06 1.023098107653140922e-15 -5.773376568485311111e-17 2.908753492518630079e-17 2.084595517037879375e-15 -1.023098107653140922e-15 5.773376568485311111e-17 -2.908753492518630079e-17 -2.084595517037879375e-15
-1.403364152674377030e-01 1.401503469140451437e-08 -6.831475058519948307e-06 6.819295902060211641e-04 -5.214150948730072446e-06 1.401503469140451437e-08 -6.831475058519948307e-06 6.819295902060211641e-04 -5.214150948730072446e-06 1.060090802353112215e-15 -3.612426113450140086e-17 -5.759400524855615155e-18 2.093160714200514860e-15 1.060090802353112215e-15 -3.612426113450140086e-17 -5.759400524855615155e-18 2.093160714200514860e-15
