0.000000000000000000e+00 -1.786370133947240684e-03 1.000000000000000000e+00
2.187611948315474990e+02 -8.430602176710286222e-02 4.719403899841105954e+01
4.375223896630949980e+02 -1.614048986918174278e-01 9.035355866321509666e+01
6.562835844946424686e+02 -2.349012529072929678e-01 1.314964062840913073e+02
8.750447793261899960e+02 -3.052457698636796835e-01 1.708748730528736814e+02
1.093805974157737637e+03 -3.726480354469760559e-01 2.086062839751786839e+02
1.312567168989284937e+03 -4.372353222458589261e-01 2.447618855336127126e+02
1.531328363820832465e+03 -4.990999238197330601e-01 2.793933431460255861e+02
1.750089558652379992e+03 -5.583172226222014034e-01 3.125428554879159151e+02
1.968850753483927747e+03 -6.149536383932342476e-01 3.442476039578685345e+02
2.187611948315475274e+03 -6.690704842253784035e-01 3.745419112818300960e+02
2.406373143147022347e+03 -7.207259922019131348e-01 4.034583754540084328e+02
2.625134337978569874e+03 -7.699764080483258999e-01 4.310284825166398832e+02
2.843895532810117402e+03 -8.168765953114308642e-01 4.572829447760778407e+02
3.062656727641664929e+03 -8.614804052660215428e-01 4.822519078744656440e+02
3.281417922473212457e+03 -9.038408934335283584e-01 5.059650719956688931e+02
3.500179117304759984e+03 -9.440104263653821270e-01 5.284517516420048651e+02
3.718940312136307966e+03 -9.820407577319570924e-01 5.497409182284062581e+02
3.937701506967855494e+03 -1.017983081651384847e+00 5.698612299355930872e+02
4.156462701799402566e+03 -1.051888039923105644e+00 5.888410357593744493e+02
4.375223896630950549e+03 -1.083805727098042349e+00 6.067083783489026700e+02
4.593985091462497621e+03 -1.113785708152537968e+00 6.234910039004452074e+02
4.812746286294044694e+03 -1.141877008319294617e+00 6.392163564648014926e+02
5.031507481125592676e+03 -1.168128096427740958e+00 6.539115686213330036e+02
5.250268675957139749e+03 -1.192586892621366301e+00 6.676034657980844713e+02
5.469029870788687731e+03 -1.215300761482121183e+00 6.803185624228614188e+02
5.687791065620234804e+03 -1.236316488749043208e+00 6.920830488904473441e+02
5.906552260451782786e+03 -1.255680283016207488e+00 7.029227925131070833e+02
6.125313455283329859e+03 -1.273437776781558561e+00 7.128633381077164586e+02
6.344074650114877841e+03 -1.289634003831143572e+00 7.219298953355834101e+02
6.562835844946424913e+03 -1.304313394539152959e+00 7.301473360714364844e+02
6.781597039777972896e+03 -1.317519783694668822e+00 7.375401987847950522e+02
7.000358234609519968e+03 -1.329296393330149817e+00 7.441326789274510247e+02
7.219119429441067950e+03 -1.339685821656244169e+00 7.499486227392396813e+02
7.437880624272615933e+03 -1.348730054124410938e+00 7.550115334408321814e+02
7.656641819104162096e+03 -1.356470454731979913e+00 7.593445663663577534e+02
7.875403013935710987e+03 -1.362947750308180161e+00 7.629705201668099335e+02
8.094164208767257151e+03 -1.368202040661931074e+00 7.659118424907231883e+02
8.312925403598805133e+03 -1.372272799378858599e+00 7.681906304303382740e+02
8.531686598430354934e+03 -1.375198856649645140e+00 7.698286209090085777e+02
8.750447793261901097e+03 -1.377018404976954269e+00 7.708471938759046225e+02
8.969208988093447260e+03 -1.377769008306197307e+00 7.712673774173661059e+02
9.187970182924995243e+03 -1.377487587250775025e+00 7.711098394860749750e+02
9.406731377756543225e+03 -1.376210418413474024e+00 7.703948875211767700e+02
9.625492572588089388e+03 -1.373973148905343056e+00 7.691424765758664535e+02
9.844253767419637370e+03 -1.370810787498594197e+00 7.673722043648319868e+02
1.006301496225118535e+04 -1.366757697685347273e+00 7.651033073785780516e+02
1.028177615708273333e+04 -1.361847613630505993e+00 7.623546698137572548e+02
1.050053735191427950e+04 -1.356113639491847378e+00 7.591448231925597838e+02
1.071929854674582748e+04 -1.349588238271312690e+00 7.554919401217283621e+02
1.093805974157737546e+04 -1.342303245224282904e+00 7.514138417989958043e+02
1.115682093640892344e+04 -1.334289875680056303e+00 7.469280023909444708e+02
1.137558213124046961e+04 -1.325578713065680647e+00 7.420515423288143211e+02
1.159434332607201759e+04 -1.316199716791845553e+00 7.368012327229820357e+02
1.181310452090356557e+04 -1.306182236938156604e+00 7.311935035836945644e+02
1.203186571573511355e+04 -1.295555005235946799e+00 7.252444387732974747e+02
1.225062691056665972e+04 -1.284346136188362797e+00 7.189697766332535593e+02
1.246938810539820770e+04 -1.272583145446313235e+00 7.123849202708951225e+02
1.268814930022975568e+04 -1.260292946903945888e+00 7.055049359334888095e+02
1.290691049506130184e+04 -1.247501847795622343e+00 6.983445502635494222e+02
1.312567168989284983e+04 -1.234235566865627076e+00 6.909181604701410606e+02
1.334443288472439781e+04 -1.220519239252945809e+00 6.832398370633491140e+02
1.356319407955594579e+04 -1.206377408040597121e+00 6.753233191236429320e+02
1.378195527438749195e+04 -1.191834038616638836e+00 6.671820223410871904e+02
1.400071646921903994e+04 -1.176912531124138184e+00 6.588290459847654574e+02
1.421947766405058792e+04 -1.161635711978683982e+00 6.502771681543306386e+02
1.443823885888213590e+04 -1.146025842027518671e+00 6.415388503474418940e+02
1.465700005371368206e+04 -1.130104634507212991e+00 6.326262475123702416e+02
1.487576124854523187e+04 -1.113893250117981237e+00 6.235512052906273084e+02
1.509452244337677985e+04 -1.097412298371581052e+00 6.143252607715129443e+02
1.531328363820832419e+04 -1.080681857710823035e+00 6.049596537549033428e+02
1.553204483303987217e+04 -1.063721476843429325e+00 5.954653274979381194e+02
1.575080602787142197e+04 -1.046550170564443771e+00 5.858529263764286270e+02
1.596956722270296996e+04 -1.029186438288365091e+00 5.761328062590423542e+02
1.618832841753451430e+04 -1.011648272756670908e+00 5.663150393817261374e+02
1.640708961236606410e+04 -9.939531531302403522e-01 5.564094104808831389e+02
1.662585080719761027e+04 -9.761180587504106887e-01 5.464254244967352179e+02
1.684461200202916007e+04 -9.581594844631491359e-01 5.363723151517085626e+02
1.706337319686070987e+04 -9.400934345082782029e-01 5.262590415296560877e+02
1.728213439169225239e+04 -9.219354296932619208e-01 5.160942920917030960e+02
1.750089558652380219e+04 -9.037005269210064418e-01 5.058864956078003274e+02
1.771965678135534836e+04 -8.854033171854043260e-01 4.956438200346413510e+02
1.793841797618689452e+04 -8.670579261469967269e-01 4.853741728379146139e+02
1.815717917101844068e+04 -8.486780344446289703e-01 4.750852123626548291e+02
1.837594036584999049e+04 -8.302768820171095854e-01 4.647843502524831933e+02
1.859470156068153665e+04 -8.118672638319255341e-01 4.544787490585663363e+02
1.881346275551308645e+04 -7.934615474514078448e-01 4.441753320730575183e+02
1.903222395034462897e+04 -7.750716842354512526e-01 4.338807896003161204e+02
1.925098514517617878e+04 -7.567092032325599682e-01 4.236015755371495288e+02
1.946974634000772858e+04 -7.383852232725260922e-01 4.133439141422265948e+02
1.968850753483927474e+04 -7.201104698142656302e-01 4.031138094674021204e+02
1.990726872967082090e+04 -7.018952704475839299e-01 3.929170428396301986e+02
2.012602992450237070e+04 -6.837495602745169432e-01 3.827591758734089353e+02
2.034479111933391687e+04 -6.656829017215316613e-01 3.726455615615392958e+02
2.056355231416546667e+04 -6.477044846207766771e-01 3.625813443206088778e+02
2.078231350899701283e+04 -6.298231254180507444e-01 3.525714595476169961e+02
2.100107470382855900e+04 -6.120472865395204520e-01 3.426206444613548570e+02
2.121983589866010880e+04 -5.943850827642049861e-01 3.327334416696868971e+02
2.143859709349165496e+04 -5.768442763897474457e-01 3.229141964633764701e+02
2.165735828832320476e+04 -5.594322929099816433e-01 3.131670655923002187e+02
2.187611948315475092e+04 -5.421562337013735577e-01 3.034960243672467186e+02
2.209488067798629709e+04 -5.250228702781438717e-01 2.939048634439664625e+02
2.231364187281784689e+04 -5.080386540405043005e-01 2.843971942801798605e+02
2.253240306764939305e+04 -4.912097336263205327e-01 2.749764588489409221e+02
2.275116426248093921e+04 -4.745419515437542257e-01 2.656459277536093850e+02
2.296992545731248902e+04 -4.580408473127056124e-01 2.564087019864123818e+02
2.318868665214403518e+04 -4.417116766150596119e-01 2.472677236486451875e+02
2.340744784697558498e+04 -4.255594128808316001e-01 2.382257768385867109e+02
2.362620904180713114e+04 -4.095887448502803507e-01 2.292854862867838790e+02
2.384497023663867731e+04 -3.938040942035819780e-01 2.204493272250445841e+02
2.406373143147022711e+04 -3.782096232992660512e-01 2.117196297183706974e+02
2.428249262630177691e+04 -3.628092295851186866e-01 2.030985755362130476e+02
2.450125382113331943e+04 -3.476065588059553124e-01 1.945882055461086395e+02
2.472001501596486560e+04 -3.326050184228060980e-01 1.861904272256655304e+02
2.493877621079641540e+04 -3.178077720364999581e-01 1.779070115409163009e+02
2.515753740562796156e+04 -3.032177464352103780e-01 1.697395968914948980e+02
2.537629860045951136e+04 -2.888376487013499250e-01 1.616896986869802788e+02
2.559505979529105753e+04 -2.746699637033985231e-01 1.537587079428359402e+02
2.581382099012260369e+04 -2.607169548370781298e-01 1.459478916953154908e+02
2.603258218495415349e+04 -2.469806818504035606e-01 1.382584029798261156e+02
2.625134337978569965e+04 -2.334630035518084346e-01 1.306912823469224065e+02
2.647010457461724582e+04 -2.201655736971965260e-01 1.232474555599007715e+02
2.668886576944879562e+04 -2.070898563774948575e-01 1.159277422086654354e+02
2.690762696428034178e+04 -1.942371346359642870e-01 1.087328605336507223e+02
2.712638815911189158e+04 -1.816085041402953903e-01 1.016634238834957387e+02
2.734514935394343775e+04 -1.692048836156735958e-01 9.471994655541580244e+01
2.756391054877498391e+04 -1.570270284519588722e-01 8.790285141242546274e+01
2.778267174360653735e+04 -1.450755252737805923e-01 8.121246684370804303e+01
2.800143293843807987e+04 -1.333507961847976431e-01 7.464902914052865412e+01
2.822019413326962604e+04 -1.218531151011304214e-01 6.821269163959794923e+01
2.843895532810117584e+04 -1.105826059830641028e-01 6.190352373318960133e+01
2.865771652293271836e+04 -9.953924123645879751e-02 5.572150997425857355e+01
2.887647771776427180e+04 -8.872285777880289936e-02 4.966655907012788873e+01
2.909523891259581796e+04 -7.813316062985055377e-02 4.373850589250736220e+01
2.931400010742736413e+04 -6.776971727593761319e-02 3.793710832266923205e+01
2.953276130225891029e+04 -5.763197053904389050e-02 3.226205445547714845e+01
2.975152249709046373e+04 -4.771924773260936142e-02 2.671296772476085124e+01
2.997028369192200262e+04 -3.803075375547194242e-02 2.128940303734117379e+01
3.018904488675355969e+04 -2.856557866195137685e-02 1.599085101072062720e+01
3.040780608158510222e+04 -1.932271107105020327e-02 1.081674547947905118e+01
3.062656727641664838e+04 -1.030103297734021213e-02 5.766460590436879308e+00
3.084532847124819818e+04 -1.499321281466100934e-03 8.393116594225272786e-01
3.106408966607974435e+04 7.083737007059058739e-03 3.965436318287816064e+00
3.128285086091129415e+04 1.544954581846752321e-02 8.648569254978271559e+00
3.150161205574284395e+04 2.359960374247123752e-02 1.321092605277974030e+01
3.172037325057438284e+04 3.153548997615716193e-02 1.765339073738037712e+01
3.193913444540593991e+04 3.925885999476038529e-02 2.197689003454861378e+01
3.215789564023748244e+04 4.677145243586314921e-02 2.618239722386923418e+01
3.237665683506902860e+04 5.407507884836580681e-02 3.027092640027471404e+01
3.259541802990057840e+04 6.117161423512720159e-02 3.424352717986823791e+01
3.281417922473212820e+04 6.806300428710619632e-02 3.810128874955563560e+01
3.303294041956367437e+04 7.475126060228237668e-02 4.184533719062395818e+01
3.325170161439522053e+04 8.123844774390624746e-02 4.547682823402239904e+01
3.347046280922676669e+04 8.752668802884777666e-02 4.899694994085297850e+01
3.368922400405832013e+04 9.361816248499300885e-02 5.240692323831582655e+01
3.390798519888985902e+04 9.951509700715609197e-02 5.570799416986626085e+01
3.412674639372141974e+04 1.052197626514015799e-01 5.890143405997470438e+01
3.434550758855295862e+04 1.107344811532150336e-01 6.198854260316776532e+01
3.456426878338450479e+04 1.160616130087039621e-01 6.497064119195118792e+01
3.478302997821605823e+04 1.212035524941052628e-01 6.784907012875805776e+01
3.500179117304760439e+04 1.261627354533919332e-01 7.062519298540739499e+01
3.522055236787914328e+04 1.309416316336290131e-01 7.330039231247934595e+01
3.543931356271069671e+04 1.355427350957765786e-01 7.587606427133636089e+01
3.565807475754224288e+04 1.399685714840155915e-01 7.835362270345115121e+01
3.587683595237378904e+04 1.442216958447596620e-01 8.073449790950164129e+01
3.609559714720533520e+04 1.483046803398416769e-01 8.302012977128163129e+01
3.631435834203688137e+04 1.522201184489054560e-01 8.521197010417617435e+01
3.653311953686843481e+04 1.559706280994275496e-01 8.731148440933016275e+01
3.675188073169998097e+04 1.595588393148218709e-01 8.932014495912656571e+01
3.697064192653152713e+04 1.629873936997921213e-01 9.123943050908947328e+01
3.718940312136307330e+04 1.662589513754438586e-01 9.307083018012112063e+01
3.740816431619461946e+04 1.693761812138795120e-01 9.481583799188277339e+01
