-6.099749799137495557e-03 3.781972129466026063e-11 -3.313533761104455557e-07 1.233438855026824520e-04 -1.553954951914081298e-07 -3.781972129466026063e-11 3.313533761104455557e-07 -1.233438855026824520e-04 1.553954951914081298e-07 3.947785203281660850e-16 -5.299965652981464270e-13 8.258579552534179159e-14 -3.649211402803421278e-15 -3.947785203281660850e-16 5.299965652981464270e-13 -8.258579552534179159e-14 3.649211402803421278e-15
-6.099749799242100250e-03 -3.417782013503784273e-11 3.312895114571443932e-07 1.233439032216108544e-04 -1.538443503315769071e-07 -3.417782013503784273e-11 3.312895114571443932e-07 1.233439032216108544e-04 -1.538443503315769071e-07 4.868915166714653395e-16 5.300783276944789901e-13 8.575606067297651387e-14 -5.328723492822003655e-15 4.868915166714653395e-16 5.300783276944789901e-13 8.575606067297651387e-14 -5.328723492822003655e-15
1.098715678431597120e-02 -1.589526773901254293e-08 -2.789434076155771344e-06 2.317158313490526550e-04 -4.239426788037388663e-06 1.589526773901254293e-08 2.789434076155771344e-06 -2.317158313490526550e-04 4.239426788037388663e-06 1.156249025479390754e-15 -4.000914047763357018e-14 2.699404132703751499e-14 2.162051326816058494e-13 -1.156249025479390754e-15 4.000914047763357018e-14 -2.699404132703751499e-14 -2.162051326816058494e-13
1.098715717779344403e-02 1.589137251164407700e-08 2.792213803460614311e-06 2.317162084058239317e-04 -4.231282955362780552e-06 1.589137251164407700e-08 2.792213803460614311e-06 2.317162084058239317e-04 -4.231282955362780552e-06 5.201739980078359130e-16 3.978367555366752600e-14 2.727448927719220394e-14 2.161404464694899330e-13 5.201739980078359130e-16 3.978367555366752600e-14 2.727448927719220394e-14 2.161404464694899330e-13
4.041215830303289402e-02 -8.277784444811681682e-08 -1.555335280537306956e-05 6.367251093183871197e-04 -1.402788606645615185e-05 8.277784444811681682e-08 1.555335280537306956e-05 -6.367251093183871197e-04 1.402788606645615185e-05 1.363505066805804419e-15 1.723501983491582124e-15 -1.127245845766126214e-15 -8.199127141117479312e-14 -1.363505066805804419e-15 -1.723501983491582124e-15 1.127245845766126214e-15 8.199127141117479312e-14
4.041215976086153655e-02 8.260817191619229324e-08 1.556457064066219366e-05 6.367272684358143931e-04 -1.397491236214331244e-05 8.260817191619229324e-08 1.556457064066219366e-05 6.367272684358143931e-04 -1.397491236214331244e-05 1.624725006343377256e-15 -2.099428758010196683e-15 -1.247688848668004197e-15 -8.190486049802769841e-14 1.624725006343377256e-15 -2.099428758010196683e-15 -1.247688848668004197e-15 -8.190486049802769841e-14
7.188726598666929368e-02 -1.946194261529671232e-07 -5.078697360034933254e-05 1.455173973633729773e-03 -3.581555749875204621e-05 1.946194261529671232e-07 5.078697360034933254e-05 -1.455173973633729773e-03 3.581555749875204621e-05 2.860856181593013490e-15 7.672356673593672127e-16 -4.585284110953172232e-15 -1.971157612135066017e-13 -2.860856181593013490e-15 -7.672356673593672127e-16 4.585284110953172232e-15 1.971157612135066017e-13
7.188726910275083926e-02 1.938214133502102338e-07 5.079347108476439101e-05 1.455182574197719930e-03 -3.562531922286859643e-05 1.938214133502102338e-07 5.079347108476439101e-05 1.455182574197719930e-03 -3.562531922286859643e-05 3.658616119185065848e-15 -7.882420844512738611e-16 -4.230831315713348695e-15 -1.966770930145189666e-13 3.658616119185065848e-15 -7.882420844512738611e-16 -4.230831315713348695e-15 -1.966770930145189666e-13
1.039545521010303980e-01 -7.884937495831502441e-08 -7.774343970088639592e-05 1.918149118817392192e-03 -4.527445719308397653e-05 7.884937495831502441e-08 7.774343970088639592e-05 -1.918149118817392192e-03 4.527445719308397653e-05 4.041259328255071076e-15 1.322753755486627547e-15 -5.918856171242131703e-15 -2.595665652901923970e-13 -4.041259328255071076e-15 -1.322753755486627547e-15 5.918856171242131703e-15 2.595665652901923970e-13
1.039545573293970265e-01 7.762705421185140536e-08 7.771414906875971813e-05 1.918161988500457962e-03 -4.499687359653772086e-05 7.762705421185140536e-08 7.771414906875971813e-05 1.918161988500457962e-03 -4.499687359653772086e-05 4.582925395087745535e-15 -1.495196111020447027e-15 -5.980625201887704301e-15 -2.597414471006143089e-13 4.582925395087745535e-15 -1.495196111020447027e-15 -5.980625201887704301e-15 -2.597414471006143089e-13
