-4.161524963946971798e-13 -1.213619527537695419e-01 1.213955000740397500e-01 2.942538098918141831e-02 1.283340244113548059e-17 1.213779067388602584e-01 0.000000000000000000e+00
2.968957283716069914e-12 -1.213619527695846273e-01 -1.213954994732617393e-01 -2.942538093752878475e-02 -3.458873048906734741e-18 -1.213779065419190867e-01 -5.280358303335373759e-17
-1.413941867405414145e-03 -1.149331845308381589e-01 1.149953343066967837e-01 2.942511339820763627e-02 1.735548873539836830e-17 1.149472480773411492e-01 1.886067636910000511e-20
-1.448951062659019221e-03 -1.147783839481091306e-01 -1.147646808897071213e-01 -2.942510216418757485e-02 6.613471001198945314e-19 -1.147923847272337705e-01 -4.993889739983438557e-17
-5.660580356856636380e-03 -9.759282205921639142e-02 9.766437081414228172e-02 2.942423529183190584e-02 1.746160824264592490e-17 9.760185106191515692e-02 9.134632882211558941e-21
-5.729085914808336802e-03 -9.733559135471508972e-02 -9.726226704875824691e-02 -2.942421113176076422e-02 1.007246760810378458e-18 -9.734451663034154878e-02 -4.234909667976861986e-17
-1.265007924576649553e-02 -7.454435081903464100e-02 7.460986503348053522e-02 2.942252566139248737e-02 1.594612735945031641e-17 7.454691580835658138e-02 1.518871832706385476e-20
-1.274914909030165633e-02 -7.426010423625660495e-02 -7.412466622035486508e-02 -2.942248462181235730e-02 -2.441658875741019000e-18 -7.426255586097722794e-02 -3.230842152814843152e-17
-2.223946052828906436e-02 -5.149143290517700644e-02 5.154031956974565454e-02 2.941953621519607584e-02 1.542994664162910198e-17 5.148797275350566749e-02 -1.531431260988227151e-20
-2.236491766425111397e-02 -5.124268321032587198e-02 -5.105225281491789641e-02 -2.941947174720846089e-02 5.152651084713523489e-18 -5.123912749219463464e-02 -2.229311327274412997e-17
-1.662171774584778605e-01 -1.967598165119363693e-04 1.074354634874511138e-04 2.930111026878942995e-02 1.769435924142121071e-17 1.959546071394865821e-04 4.068898677022415438e-21
-1.660969822369265936e-01 -1.976767459906046936e-04 -8.134221546368184384e-05 -2.930120952095231074e-02 7.787418862180453789e-18 -1.968684510812690979e-04 -8.589516911036616435e-20
-3.424225919288983316e-02 -3.239216715087588766e-02 3.241746570521372023e-02 2.941455306547152010e-02 1.191040980258640208e-17 3.238450415072554461e-02 9.082999704277342849e-21
-3.438891472446080344e-02 -3.220917390818192616e-02 -3.197748970982722261e-02 -2.941445747054485110e-02 -6.610888788700331861e-19 -3.220144954629025613e-02 -1.401145845009198681e-17
-1.439586816927856394e-01 -4.654337653523886844e-04 3.267954003303844609e-04 2.931754170890724445e-02 1.649310821615207234e-17 4.637889862970486160e-04 -1.345825882102562964e-21
-1.438169283892246353e-01 -4.679928213489125766e-04 -3.491289332156667256e-04 -2.931770148191410047e-02 1.030525305080124946e-17 -4.663415403652217519e-04 -2.033613447370741575e-19
-4.843988853269121098e-02 -1.871439675272353401e-02 1.871149076033014683e-02 2.940675563007011037e-02 1.324753052194729785e-17 1.870500971419599562e-02 3.323684558853549976e-21
-4.860180794769020096e-02 -1.859763846178057525e-02 -1.834169582178348662e-02 -2.940662431910242083e-02 -1.412618757426751400e-18 -1.858822698560706754e-02 -8.089242835750481167e-18
-1.224609066285552994e-01 -1.069039654267236669e-03 8.833478199160267131e-04 2.933926650880376227e-02 1.489394658321590477e-17 1.066051192060094542e-03 -1.388327247810353563e-21
-1.223027585287076446e-01 -1.075599195397830945e-03 -9.659815410236447008e-04 -2.933946885036685728e-02 6.258567213400955616e-18 -1.072599793488145234e-03 -4.674561991705613704e-19
-6.459326438810365778e-02 -1.002228992139247293e-02 9.988727608701742852e-03 2.939550230411924758e-02 1.528178862204831456e-17 1.001342940720750634e-02 -6.637562786216576167e-23
-6.476404376321502621e-02 -9.956327580187182211e-03 -9.694019535780896979e-03 -2.939533614204553960e-02 -1.636151275981229942e-18 -9.947469152331755299e-03 -4.329871688149556297e-18
-1.019398143562722375e-01 -2.364339269558114135e-03 2.139596550140337051e-03 2.936116604956255302e-02 1.330147112689272007e-17 2.359489710283306334e-03 8.491651440122347481e-22
-1.017710816381331151e-01 -2.379819962199867991e-03 -2.289501885995764811e-03 -2.936137705232731362e-02 6.473772559656138901e-19 -2.374955717471397172e-03 -1.034493304278224186e-18
-8.245352128363797606e-02 -5.023627860196725609e-03 4.959763253852173502e-03 2.938038452941891046e-02 1.713877186746706447e-17 5.016605256280432142e-03 -2.275430956275081405e-21
-8.262655566166304810e-02 -4.990122547640359757e-03 -4.738786245520119032e-03 -2.938018920187475402e-02 2.225212917856319272e-18 -4.983113652195561398e-03 -2.169676057857793866e-18
-8.262655662786566602e-02 -4.990122361175042612e-03 4.738827720560761375e-03 2.938018927381858339e-02 1.203667653914095619e-17 4.983113478182746824e-03 -2.721929153923625121e-21
-8.245352232659468317e-02 -5.023627657576489915e-03 -4.959836207427481027e-03 -2.938038447126593844e-02 6.140138971372467565e-20 -5.016605044018992814e-03 -2.184249485437856879e-18
-1.017710806020569042e-01 -2.379820057570468297e-03 2.289428167657885874e-03 2.936137711340179937e-02 1.675358415952817779e-17 2.374955817577711036e-03 1.212992715696391321e-21
-1.019398134261109840e-01 -2.364339354609418242e-03 -2.139557334838220783e-03 -2.936116596872422393e-02 4.177668818458511814e-18 -2.359489788679611406e-03 -1.027761624432185670e-18
-6.476404472628403963e-02 -9.956327209430662975e-03 9.694061656035144955e-03 2.939533620702341685e-02 1.266839657166375819e-17 9.947468803872908452e-03 -3.570758736031086537e-22
-6.459326540093197899e-02 -1.002228952889678941e-02 -9.988796791041526860e-03 -2.939550224842100296e-02 2.032269709411868388e-19 -1.001342899611641114e-02 -4.358568183334783690e-18
-1.223027575373168419e-01 -1.075599236645172424e-03 9.659102421054781892e-04 2.933946891465623666e-02 1.414143504362277621e-17 1.072599836966491374e-03 -1.368794556984078511e-21
-1.224609057706006615e-01 -1.069039689741251237e-03 -8.833122458362347535e-04 -2.933926641752637038e-02 5.145595967106312378e-18 -1.066051224123544527e-03 -4.646047671279608941e-19
-4.860180886741365114e-02 -1.859763780064450575e-02 1.834173679572847354e-02 2.940662437896967088e-02 1.315165869722035865e-17 1.858822636260654138e-02 2.827133876128615728e-21
-4.843988947990111871e-02 -1.871439606757321558e-02 -1.871155348443261784e-02 -2.940675557627408024e-02 5.501420303048177225e-19 -1.870500899520828597e-02 -8.140044240708129297e-18
-1.438169274802463815e-01 -4.679928378030650702e-04 3.490632630888628580e-04 2.931770154930976591e-02 1.154339846069271095e-17 4.663415578333593653e-04 -1.449174656223198045e-21
-1.439586809385134114e-01 -4.654337789332537410e-04 -3.267645847811653358e-04 -2.931754160718245267e-02 6.254524692081026503e-18 -4.637889982204592256e-04 -2.022493454588577834e-19
-3.438891556162292085e-02 -3.220917286654517014e-02 3.197752766567699828e-02 2.941445752696716237e-02 1.619904202392650809e-17 3.220144856658781890e-02 9.329115207195755303e-21
-3.424226004126918604e-02 -3.239216608929484237e-02 -3.241751974204302306e-02 -2.941455301295547997e-02 -1.060484445588165102e-18 -3.238450303165604088e-02 -1.409108398978630566e-17
-1.660969814470699135e-01 -1.976767520278071156e-04 8.128524322850803202e-05 2.930120959103386935e-02 9.996435599023499063e-18 1.968684575664815300e-04 4.020311204638336647e-21
-1.662171768332468824e-01 -1.967598212685202493e-04 -1.074102425999694271e-04 -2.930111015987823739e-02 1.123255922641231022e-17 -1.959546111507474151e-04 -8.549687631764022898e-20
-2.236491838269874521e-02 -5.124268178926463801e-02 5.105228594123793068e-02 2.941947180152178556e-02 1.186424946308584878e-17 5.123912616569847867e-02 -1.522975142403129598e-20
-2.223946124766189997e-02 -5.149143147540524018e-02 -5.154036328423869384e-02 -2.941953616338340710e-02 6.044504504220556257e-19 -5.148797123327209652e-02 -2.240135425202445866e-17
-1.274914965889360763e-02 -7.426010260798295015e-02 7.412469291768992996e-02 2.942248467489979799e-02 1.900394363289035311e-17 7.426255436645409769e-02 1.452091077201076151e-20
-1.265007980993031189e-02 -7.454434919727627451e-02 -7.460989748915659858e-02 -2.942252560988380464e-02 5.747463658370566462e-18 -7.454691405622974887e-02 -3.243210972781147015e-17
-5.729086308984809514e-03 -9.733558987657364714e-02 9.726228602100953080e-02 2.942421118412768752e-02 1.019240772993948620e-17 9.734451532506048499e-02 1.001305318177952882e-20
-5.660580744584633658e-03 -9.759282060142308868e-02 -9.766439178475415372e-02 -2.942423524039914501e-02 1.233725139746738284e-17 -9.760184943363589549e-02 -4.246102941599929846e-17
-1.448951265632678802e-03 -1.147783830512228709e-01 1.147646911135173364e-01 2.942510221611494697e-02 1.845655556191614269e-17 1.147923840325198314e-01 1.897929156478005174e-20
-1.413942063574867222e-03 -1.149331836628544184e-01 -1.149953441452669783e-01 -2.942511334671602669e-02 5.419817105001137065e-18 -1.149472470083965636e-01 -5.000625823304870053e-17
