4.999999900312217527e-01 4.999999900311209444e-01 4.999999547125859589e-01 4.999999547128693989e-01
4.999999877637431034e-01 4.999999877639294543e-01 4.999999955432494203e-01 4.999999955434674681e-01
7.962273276650788656e-02 7.962277710802206920e-02 4.841745939218822237e-03 4.841790568235193604e-03
7.961926020866355591e-02 7.961930454863214157e-02 4.841669545013138620e-03 4.841714172632238800e-03
3.624018649402555026e-02 3.624020524762255890e-02 3.345734189369620193e-03 3.345753518395111481e-03
3.623670144470209076e-02 3.623672019677964817e-02 3.345887884122322742e-03 3.345907211778020862e-03
2.626934598522129294e-02 2.626935475197783587e-02 9.788615724078408853e-03 9.788625354695323910e-03
2.626581198941707607e-02 2.626582075480993206e-02 9.788260802144121975e-03 9.788270431552226203e-03
2.355443404302026700e-02 2.355443850117300286e-02 1.839728802541562569e-02 1.839729363661174455e-02
2.355078100263569008e-02 2.355078545949679247e-02 1.839588408151315857e-02 1.839588969159072773e-02
2.361262079446968531e-02 2.361262301578215261e-02 2.899100804879656268e-02 2.899101171336659899e-02
2.360884188086348479e-02 2.360884410090641206e-02 2.898798142109559883e-02 2.898798508458572121e-02
2.505437185324654870e-02 2.505437273171401413e-02 4.168743513392941802e-02 4.168743774719047002e-02
2.505050625233967709e-02 2.505050712953432734e-02 4.168216556720683030e-02 4.168216817940428864e-02
2.728045794777195221e-02 2.728045792309702344e-02 5.651584866605235957e-02 5.651585066932635071e-02
2.727657915811582123e-02 2.727657913215414398e-02 5.650772619305421962e-02 5.650772819527788426e-02
2.997434637959550674e-02 2.997434568944573607e-02 7.337482521784288725e-02 7.337482685077062472e-02
2.997055137809501169e-02 2.997055068664894462e-02 7.336333890320245743e-02 7.336334053508647424e-02
3.294654224980470003e-02 3.294654103155320035e-02 9.203989322473182799e-02 9.203989462702050206e-02
3.294294103591122180e-02 3.294293981636586821e-02 9.202472647519821525e-02 9.202472787645410435e-02
3.607480225792819573e-02 3.607480059470835609e-02 1.121881692559428267e-01 1.121881705134450402e-01
3.607150696954974922e-02 3.607150530504682484e-02 1.121692748952887730e-01 1.121692761517829040e-01
3.927686446980982460e-02 3.927686241330591299e-02 1.334324784964732169e-01 1.334324796640347643e-01
3.927397936451160199e-02 3.927397730675064036e-02 1.334101154570382919e-01 1.334101166236242864e-01
4.569095076359286356e-02 4.569094800293055370e-02 1.775295526194351492e-01 1.775295537010912472e-01
4.569282373104671668e-02 4.569282097156013300e-02 1.775571874279466278e-01 1.775571885103797154e-01
4.249617654534343369e-02 4.249617412793332827e-02 1.553589130245306982e-01 1.553589141381648275e-01
4.249378891655464230e-02 4.249378649793827956e-02 1.553336362258043168e-01 1.553336373385132974e-01
4.249298644183913121e-02 4.249298402203860459e-02 1.553293619577338913e-01 1.553293630691606753e-01
4.249542186005356159e-02 4.249541944148260697e-02 1.553548813141870655e-01 1.553548824264521788e-01
4.569356731331214450e-02 4.569356455493417402e-02 1.775617595172130359e-01 1.775617606010069238e-01
4.569174031855777196e-02 4.569173755903643830e-02 1.775343677366185702e-01 1.775343688195363256e-01
3.927318314451605508e-02 3.927318108554334053e-02 1.334065046686218059e-01 1.334065058339375387e-01
3.927611654931184582e-02 3.927611449161660939e-02 1.334291018013125107e-01 1.334291029675109264e-01
3.607073630163021294e-02 3.607073463591048412e-02 1.121663936039880571e-01 1.121663948592467319e-01
3.607407893949543531e-02 3.607407727507383477e-02 1.121855052929990881e-01 1.121855065491764725e-01
3.294221412394104931e-02 3.294221290320076267e-02 9.202257771168709244e-02 9.202257911176486838e-02
3.294586022482792753e-02 3.294585900539492851e-02 9.203793758797135238e-02 9.203793898899359505e-02
2.996988399216582444e-02 2.996988329957012143e-02 7.336186639543795796e-02 7.336186802622485237e-02
2.997371987913194369e-02 2.997371918783819922e-02 7.337351628071170362e-02 7.337351791246210508e-02
2.727598284293658581e-02 2.727598281589638241e-02 5.650682675515500408e-02 5.650682875638912694e-02
2.727989700439192866e-02 2.727989697863808516e-02 5.651508027258872469e-02 5.651508227480217528e-02
2.504998684965348277e-02 2.504998772586064515e-02 4.168170779816515736e-02 4.168171040950013895e-02
2.505388097092658972e-02 2.505388184840573462e-02 4.168707537395682783e-02 4.168707798628179528e-02
2.360839778991896676e-02 2.360840000909103509e-02 2.898782672166189123e-02 2.898783038443636384e-02
2.361219741015396778e-02 2.361219963058547311e-02 2.899092060208058319e-02 2.899092426586502569e-02
2.355040159879201456e-02 2.355040605491576233e-02 1.839590459745160667e-02 1.839591020697217694e-02
2.355406700903045492e-02 2.355407146643140326e-02 1.839734949332388902e-02 1.839735510390266837e-02
2.626547621120900455e-02 2.626548497602226862e-02 9.788350026828485095e-03 9.788359655864831144e-03
2.626901415536930795e-02 2.626902292152438756e-02 9.788725355360183844e-03 9.788734985536395872e-03
3.623637503541388138e-02 3.623639378709642145e-02 3.345957178048419856e-03 3.345976505523817757e-03
3.623985648789335157e-02 3.623987524107158409e-02 3.345810123840997630e-03 3.345829452637227863e-03
7.961890554778255913e-02 7.961894988762602265e-02 4.841604544764177565e-03 4.841649172471207407e-03
7.962236822542162473e-02 7.962241256678737056e-02 4.841682178360839917e-03 4.841726807429058699e-03
3.076052601737709891e-01 3.076052842637179152e-01 2.754396296020288348e-01 2.754396538306200792e-01
2.720154111095220983e-01 2.720154313602699547e-01 2.294009958682290407e-01 2.294010162676806686e-01
1.077881375037515466e-01 1.077881600643282867e-01 6.699627914982764221e-02 6.699630212680646180e-02
9.764524076683761544e-02 9.764525902626641773e-02 6.699948129889365944e-02 6.699950000487797652e-02
4.632302844236979578e-02 4.632304051661323419e-02 1.657890682334411947e-02 1.657891959212315358e-02
5.773153218046600532e-02 5.773154152944187656e-02 4.180228402303903801e-02 4.180229411680247420e-02
2.498677641757302004e-02 2.498678297159995232e-02 6.252155629838884732e-03 6.252163157165202545e-03
4.471758870772235550e-02 4.471759343633141537e-02 3.874976272332397720e-02 3.874976849557720815e-02
1.726382391523950677e-02 1.726382755104688416e-02 9.816883056382175177e-03 9.816887945156782536e-03
3.979805505724859360e-02 3.979805734103586401e-02 4.241806966485484054e-02 4.241807329203445276e-02
1.529133249902586700e-02 1.529133441985075503e-02 2.063879257722445182e-02 2.063879603186563605e-02
3.822533064583011342e-02 3.822533147957957178e-02 4.954400736812164530e-02 4.954400984617485237e-02
1.613371369022464918e-02 1.613371449448164352e-02 3.644896202707603727e-02 3.644896464748975662e-02
3.833772409714047980e-02 3.833772397243290220e-02 5.916257778783701182e-02 5.916257960980036978e-02
1.847551741690039995e-02 1.847551742703318345e-02 5.610090927850086562e-02 5.610091138894296448e-02
3.940627550331321505e-02 3.940627468359908514e-02 7.088123010296715210e-02 7.088123153407760446e-02
2.164411260424659034e-02 2.164411200570243166e-02 7.872547526587625466e-02 7.872547705396037987e-02
4.105570766825872298e-02 4.105570630413041266e-02 8.445235959016250682e-02 8.445236078314194428e-02
2.526237825470989407e-02 2.526237715947515783e-02 1.035047256779499936e-01 1.035047272582139133e-01
4.306947021948864807e-02 4.306946840111741670e-02 9.964408351451176094e-02 9.964408456202711317e-02
